,Querylength,domain_token_count,path_token_count,avgdomaintokenlen,longdomaintokenlen,avgpathtokenlen,tld,charcompvowels,charcompace,ldl_url,ldl_domain,ldl_path,ldl_filename,ldl_getArg,dld_url,dld_domain,dld_path,dld_filename,dld_getArg,urlLen,domainlength,pathLength,subDirLen,fileNameLen,this.fileExtLen,ArgLen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,executable,isPortEighty,NumberofDotsinURL,ISIpAddressInDomainName,CharacterContinuityRate,LongestVariableValue,URL_DigitCount,host_DigitCount,Directory_DigitCount,File_name_DigitCount,Extension_DigitCount,Query_DigitCount,URL_Letter_Count,host_letter_count,Directory_LetterCount,Filename_LetterCount,Extension_LetterCount,Query_LetterCount,LongestPathTokenLength,Domain_LongestWordLength,Path_LongestWordLength,sub-Directory_LongestWordLength,Arguments_LongestWordLength,URL_sensitiveWord,URLQueries_variable,spcharUrl,delimeter_Domain,delimeter_path,delimeter_Count,NumberRate_URL,NumberRate_Domain,NumberRate_DirectoryName,NumberRate_FileName,NumberRate_Extension,NumberRate_AfterPath,SymbolCount_URL,SymbolCount_Domain,SymbolCount_Directoryname,SymbolCount_FileName,SymbolCount_Extension,SymbolCount_Afterpath,Entropy_URL,Entropy_Domain,Entropy_DirectoryName,Entropy_Filename,Entropy_Extension,Entropy_Afterpath,Class
12972,10,3,8,4.0,7,3.6666667,3,11,5,0,0,0,0,0,0,0,0,0,0,71,14,50,50,2,2,36,0.70422536,0.5070422,2.5714285,0.1971831,3.571428500000001,0.72,0,-1,3,-1,0.5714286,4,6,0,-1,0,6,6,50,12,-1,8,26,4,40,7,8,8,4,0,4,2,0,1,7,0.08450704199999999,0.0,0.0,0.12244898,0.15,0.166666667,13,2,-1,9,8,7,0.738688542,0.8874359140000001,,0.75269371,0.7732745459999999,0.779603777,malware
12974,44,3,12,4.3333335,9,3.6,3,26,21,7,0,7,0,7,3,0,3,0,3,123,15,101,101,2,2,78,0.8211381999999999,0.63414633,5.2,0.12195122,6.733333,0.77227724,0,-1,3,-1,0.6666667,32,21,0,0,0,21,21,83,13,4,11,51,22,82,9,8,8,7,0,4,3,0,4,7,0.17073170699999998,0.0,0.0,0.221052632,0.25609756100000003,0.269230769,14,2,1,9,8,7,0.71570802,0.89761679,0.871049064,0.738786507,0.758199781,0.7551201890000001,spam
12977,33,3,8,4.3333335,7,1.0,3,24,15,1,1,0,0,0,0,0,0,0,0,95,15,73,73,2,2,68,0.76842105,0.7157895000000001,4.5333333,0.15789473,4.866667,0.9315069,0,-1,2,-1,0.53333336,17,5,4,-1,0,1,1,75,9,-1,2,60,32,69,3,17,17,17,0,4,3,0,0,7,0.052631579000000005,0.266666667,0.0,0.014492753999999997,,0.014705882,12,2,1,8,0,7,0.739571953,0.816480016,0.75,0.729972177,0.0,0.725053189,malware
12978,0,4,6,3.0,4,7.333333500000001,4,2,1,3,1,2,0,0,0,0,0,0,0,71,15,49,49,19,3,2,0.69014084,0.028169014,0.13333334,0.2112676,3.2666667,0.040816326,0,-1,4,-1,0.46666667,-1,26,4,3,19,0,-1,34,8,19,0,3,-1,24,3,3,0,-1,0,0,3,0,1,-1,0.366197183,0.266666667,0.115384615,0.826086957,0.0,-1.0,7,3,1,1,0,-1,0.801825528,0.8847354890000001,0.918174595,0.8005141920000001,1.0,-1.0,malware
12980,35,3,11,4.3333335,9,4.2,3,19,17,9,0,9,0,9,5,0,5,0,5,111,15,89,89,2,2,63,0.8018018,0.5675676,4.2,0.13513513,5.9333334,0.7078651999999999,0,-1,3,-1,0.6666667,32,22,0,0,0,22,21,73,13,4,14,38,14,67,9,8,8,0,0,2,3,0,3,3,0.198198198,0.0,0.0,0.26506024100000003,0.328358209,0.381818182,12,2,1,7,6,3,0.7238234590000001,0.89761679,0.871049064,0.748343601,0.762556962,0.768900092,spam
12983,0,4,8,4.0,5,4.75,4,12,8,1,1,0,0,0,0,0,0,0,0,71,19,45,45,11,3,2,0.63380283,0.028169014,0.10526316,0.26760563,2.368421,0.044444446,0,-1,4,-1,0.47368422,-1,3,3,0,0,0,-1,55,13,25,10,3,-1,11,5,10,10,-1,0,0,6,0,2,-1,0.042253521,0.15789473699999998,0.0,0.0,0.0,-1.0,10,3,4,1,0,-1,0.6897072040000001,0.891527445,0.7342552290000001,0.816480016,0.579380164,-1.0,malware
12984,10,2,8,4.5,6,3.5,2,12,9,0,0,0,0,0,0,0,0,0,0,64,10,47,47,2,2,29,0.734375,0.453125,2.9,0.15625,4.7,0.61702126,0,-1,1,-1,0.7,6,4,0,0,0,4,4,47,9,1,6,27,6,37,6,7,7,6,1,3,4,0,0,5,0.0625,0.0,0.0,0.108108108,,0.137931034,11,1,2,6,0,5,0.7695221520000001,0.939794001,0.856863624,0.758602441,0.0,0.7709800490000001,malware
12986,0,2,6,9.0,15,6.1666665,2,12,9,1,0,1,0,0,0,0,0,0,0,68,19,42,42,5,4,2,0.61764705,0.029411765,0.10526316,0.27941176,2.2105262000000003,0.04761905,0,-1,2,-1,0.6315789,-1,4,0,4,0,0,-1,54,17,24,5,4,-1,13,11,10,10,-1,0,0,5,1,1,-1,0.05882352900000001,0.0,0.125,0.0,0.0,-1.0,7,1,3,1,0,-1,0.7318652109999999,0.8667475590000001,0.820281953,1.0,1.0,-1.0,malware
12987,0,3,5,2.6666667,4,6.0,3,9,6,1,0,1,1,0,0,0,0,0,0,51,10,34,34,9,3,2,0.6666667,0.039215688,0.2,0.19607843,3.4,0.05882353,0,-1,3,-1,0.5,-1,4,2,0,2,0,-1,38,6,18,7,3,-1,9,2,9,9,-1,0,0,4,0,1,-1,0.078431373,0.2,0.0,0.153846154,0.0,-1.0,7,2,2,1,0,-1,0.762769835,0.939794001,0.8318516979999999,0.958424899,1.0,-1.0,spam
12995,0,2,11,7.5,13,6.090909,2,29,12,0,0,0,0,0,0,0,0,0,0,100,16,77,77,2,2,2,0.77,0.02,0.125,0.16,4.8125,0.025974026,0,-1,1,-1,0.875,-1,0,0,-1,-1,-1,-1,86,15,-1,-1,-1,-1,76,13,10,10,-1,0,0,2,0,9,-1,0.0,0.0,0.0,0.0,,-1.0,3,1,-1,0,0,-1,0.647241292,0.831954883,,0.6448458229999999,0.0,-1.0,malware
12998,4,4,7,3.25,6,6.4,4,19,14,0,0,0,0,0,0,0,0,0,0,75,16,52,52,2,2,15,0.6933333,0.2,0.9375,0.21333334,3.25,0.28846154,0,-1,4,-1,0.4375,4,4,0,0,0,4,4,59,13,16,13,13,0,19,6,13,13,0,0,1,4,0,1,1,0.053333333,0.0,0.0,0.121212121,0.210526316,0.266666667,10,3,2,3,2,1,0.695491017,0.788909766,0.739568978,0.8347413929999999,0.891527445,0.8847354890000001,spam
12999,3,3,8,2.6666667,4,11.833333,3,23,12,5,0,5,0,0,3,0,3,0,0,108,10,91,91,2,2,14,0.8425925999999999,0.12962963,1.4,0.09259259,9.1,0.15384616,0,-1,3,-1,0.5,3,24,0,0,0,24,3,71,8,17,8,34,0,62,4,14,14,0,0,1,4,0,1,1,0.222222222,0.0,0.0,0.338028169,0.387096774,0.214285714,11,2,2,5,4,1,0.731691139,0.879588002,0.7830263820000001,0.7750077390000001,0.794467798,0.924957276,spam
13004,0,2,8,6.5,10,4.75,2,14,9,0,0,0,0,0,0,0,0,0,0,66,14,45,45,2,2,2,0.6818181999999999,0.030303031,0.14285715,0.21212122,3.2142856,0.044444446,0,-1,1,-1,0.78571427,-1,3,0,0,0,3,-1,52,13,8,15,12,-1,17,10,8,8,-1,0,0,4,0,4,-1,0.045454545,0.0,0.0,0.176470588,,-1.0,5,1,2,0,0,-1,0.7195239459999999,0.924957276,0.8253437,0.884870333,0.0,-1.0,malware
13013,27,4,14,5.75,12,3.6666667,4,18,22,4,0,4,0,3,1,0,1,0,1,144,26,111,111,2,2,83,0.7708333,0.5763889,3.1923077,0.18055555,4.269231,0.7477477,0,-1,5,-1,0.5,21,32,0,4,0,28,3,91,23,46,5,13,22,43,12,11,11,21,0,3,6,0,2,5,0.222222222,0.0,0.064516129,0.571428571,0.651162791,0.069767442,19,3,11,3,2,7,0.716586797,0.791265232,0.772080056,0.7642468040000001,0.722021279,0.8119640909999999,spam
13014,20,3,12,3.6666667,7,2.6666667,3,16,8,1,1,0,0,0,0,0,0,0,0,94,13,74,74,2,2,63,0.78723407,0.67021275,4.8461537,0.13829787,5.6923075,0.8513514000000001,0,-1,3,-1,0.53846157,7,9,1,-1,0,8,8,64,10,-1,5,45,11,67,2,8,8,7,0,6,2,0,3,11,0.095744681,0.076923077,0.0,0.109589041,0.119402985,0.126984127,17,2,-1,13,12,11,0.7287125609999999,0.8336995970000001,,0.754418235,0.754636048,0.758694663,spam
13015,35,3,11,4.3333335,9,3.6,3,15,11,5,0,5,0,5,3,0,3,0,3,108,15,86,86,2,2,63,0.7962963000000001,0.5833333,4.2,0.13888889999999998,5.733333,0.73255813,0,-1,3,-1,0.6666667,32,28,0,0,0,28,27,64,13,4,11,32,8,67,9,8,8,0,0,2,3,0,3,3,0.259259259,0.0,0.0,0.35,0.417910448,0.490909091,12,2,1,7,6,3,0.73955285,0.89761679,0.871049064,0.7666588679999999,0.7824863609999999,0.7946874540000001,spam
13020,14,3,10,3.6666667,7,4.25,3,15,6,1,1,0,0,0,0,0,0,0,0,79,13,59,59,2,2,38,0.7468355,0.48101267,2.9230769,0.16455697,4.5384617,0.6440678000000001,0,-1,3,-1,0.53846157,7,4,1,-1,0,3,3,59,10,-1,14,31,10,42,2,8,8,7,0,3,2,0,4,5,0.050632911,0.076923077,0.0,0.051724138,0.071428571,0.078947368,11,2,-1,7,6,5,0.73438096,0.8336995970000001,,0.763059787,0.8045514659999999,0.808121435,spam
13022,0,4,12,3.75,8,8.0,4,28,22,0,0,0,0,0,0,0,0,0,0,132,18,107,107,2,2,2,0.81060606,0.015151516,0.11111111,0.13636364,5.9444447,0.018691588,0,-1,5,-1,0.5,-1,13,0,0,0,13,-1,96,15,7,6,64,-1,90,8,10,10,-1,0,0,3,0,2,-1,0.098484848,0.0,0.0,0.134020619,0.144444444,-1.0,21,3,2,14,13,-1,0.668222345,0.820010419,0.879588002,0.685512483,0.686886373,-1.0,spam
13023,6,2,11,7.5,12,3.7142856,2,8,5,0,0,0,0,0,0,0,0,0,0,66,16,43,43,18,1,10,0.6515151,0.15151516,0.625,0.24242425,2.6875,0.23255815,0,-1,4,-1,0.8125,6,4,0,1,2,1,4,48,15,29,0,0,0,11,12,8,8,0,0,1,5,0,4,1,0.060606061,0.0,0.0,0.2,0.307692308,0.4,11,1,3,5,4,3,0.771177375,0.894454883,0.84621584,0.820568799,0.859582436,0.7966576240000001,malware
13024,0,3,9,5.0,7,5.3333335,3,4,1,3,1,2,0,0,0,0,0,0,0,80,17,56,56,20,3,2,0.7,0.025,0.11764706,0.2125,3.2941177,0.035714287000000004,0,-1,3,-1,0.47058824,-1,29,4,5,20,0,-1,38,11,20,0,3,-1,20,3,5,5,-1,0,0,8,0,1,-1,0.3625,0.235294118,0.15625,0.833333333,0.0,-1.0,11,2,6,1,0,-1,0.7250980709999999,0.884870333,0.7802421279999999,0.6877062070000001,1.0,-1.0,malware
13030,40,3,13,4.3333335,9,4.2,3,23,22,7,0,7,0,7,3,0,3,0,3,123,15,101,101,2,2,75,0.8211381999999999,0.6097561,5.0,0.12195122,6.733333,0.7425743,0,-1,3,-1,0.6666667,32,24,0,0,0,24,23,80,13,4,14,45,16,79,9,8,8,0,0,3,3,0,4,5,0.195121951,0.0,0.0,0.252631579,0.303797468,0.34328358200000003,14,2,1,9,8,5,0.710789895,0.89761679,0.871049064,0.7283207340000001,0.7410978009999999,0.756739134,spam
13032,6,3,7,2.6666667,4,5.2,3,10,7,2,0,2,0,1,0,0,0,0,0,59,10,42,42,2,2,11,0.7118644000000001,0.18644068,1.1,0.16949153,4.2,0.26190478,0,-1,3,-1,0.5,6,5,0,2,0,3,3,43,8,15,6,10,3,15,4,8,8,0,0,1,4,0,1,1,0.084745763,0.0,0.1,0.13636363599999998,0.2,0.272727273,9,2,2,3,2,1,0.792152215,0.879588002,0.811835573,0.938842593,0.965872263,1.0,spam
13033,8,3,15,4.3333335,9,5.4,3,31,19,0,0,0,0,0,0,0,0,0,0,136,15,114,114,2,2,82,0.8382353000000001,0.60294116,5.4666667,0.11029412,7.6,0.71929824,0,-1,3,-1,0.6666667,6,8,0,0,0,8,8,101,13,10,14,60,0,86,9,12,12,0,0,3,3,0,2,11,0.05882352900000001,0.0,0.0,0.078431373,0.093023256,0.097560976,18,2,1,13,12,11,0.6968755240000001,0.863489053,0.860528527,0.7234254090000001,0.729675245,0.731857778,spam
13037,48,3,13,6.666666499999999,16,3.75,3,31,24,13,0,13,0,11,4,0,4,0,4,150,22,121,121,2,2,102,0.8066667,0.68,4.6363635,0.14666666,5.5,0.8429752,0,-1,3,-1,0.77272725,32,26,0,1,0,25,21,103,20,7,4,68,26,106,16,15,15,13,0,4,3,0,5,7,0.173333333,0.0,0.1,0.225225225,0.235849057,0.245098039,15,2,1,10,9,8,0.732513986,0.801138793,0.879588002,0.762566345,0.7667943159999999,0.761510618,spam
13041,0,2,6,5.0,7,6.833333500000001,2,14,6,0,0,0,0,0,0,0,0,0,0,64,11,46,46,3,4,2,0.71875,0.03125,0.18181819,0.171875,4.181818,0.04347826,0,-1,2,-1,1.0,-1,18,7,8,3,0,-1,37,3,26,0,4,-1,15,3,15,15,-1,0,0,5,0,1,-1,0.28125,0.636363636,0.210526316,0.375,0.0,-1.0,7,1,3,1,0,-1,0.734920703,0.8224908740000001,0.7536901579999999,1.0,1.0,-1.0,malware
13045,5,3,8,2.6666667,4,8.833333,3,26,20,0,0,0,0,0,0,0,0,0,0,95,10,78,78,2,2,19,0.8210526,0.2,1.9,0.10526316,7.8,0.24358974,0,-1,3,-1,0.5,5,5,0,0,0,5,5,78,8,33,18,15,0,22,4,18,18,0,0,1,5,0,1,1,0.052631579000000005,0.0,0.0,0.12195122,0.227272727,0.263157895,10,2,3,3,2,1,0.67001998,0.879588002,0.71403642,0.791157335,0.898070989,0.925660343,spam
13048,34,5,11,2.4,3,4.6666665,5,21,17,8,0,8,0,7,2,0,2,0,2,116,16,93,93,2,2,59,0.80172414,0.5086207,3.6875,0.13793103,5.8125,0.6344085999999999,0,-1,5,-1,0.25,32,24,0,0,0,24,22,74,12,21,4,33,12,63,3,10,8,0,0,2,5,0,3,3,0.206896552,0.0,0.0,0.352941176,0.380952381,0.406779661,14,4,3,5,4,3,0.7597404320000001,0.769454883,0.773768511,0.82572918,0.824364115,0.815201925,spam
13050,5,3,9,4.6666665,8,4.2,3,12,8,0,0,0,0,0,0,0,0,0,0,75,16,52,52,2,2,26,0.6933333,0.34666666,1.625,0.21333334,3.25,0.5,0,-1,3,-1,0.5625,3,2,0,0,0,2,2,58,14,9,8,23,3,31,8,9,9,3,0,3,3,0,2,5,0.026666667,0.0,0.0,0.048780488,0.064516129,0.076923077,12,2,1,7,6,5,0.779746673,0.75,0.8948855179999999,0.849223933,0.8153111590000001,0.830172292,malware
13055,0,3,4,2.6666667,4,4.5,3,5,6,0,0,0,0,0,0,0,0,0,0,38,10,21,21,4,3,2,0.55263156,0.05263158,0.2,0.2631579,2.1,0.0952381,0,-1,3,-1,0.5,-1,0,0,0,0,0,-1,30,8,11,4,3,-1,11,4,11,11,-1,0,0,3,0,1,-1,0.0,0.0,0.0,0.0,0.0,-1.0,6,2,1,1,0,-1,0.7479473040000001,0.879588002,0.776432235,0.916666667,0.579380164,-1.0,spam
13056,20,3,12,3.6666667,7,2.6666667,3,16,8,1,1,0,0,0,0,0,0,0,0,94,13,74,74,2,2,63,0.78723407,0.67021275,4.8461537,0.13829787,5.6923075,0.8513514000000001,0,-1,3,-1,0.53846157,7,9,1,-1,0,8,8,64,10,-1,5,45,11,67,2,8,8,7,0,6,2,0,3,11,0.095744681,0.076923077,0.0,0.109589041,0.119402985,0.126984127,17,2,-1,13,12,11,0.7274873559999999,0.8336995970000001,,0.754418235,0.754636048,0.758694663,spam
13057,8,4,9,5.0,12,2.75,4,8,8,0,0,0,0,0,0,0,0,0,0,69,23,39,39,2,2,24,0.5652174,0.3478261,1.0434783,0.33333334,1.6956521,0.61538464,0,-1,4,-1,0.65217394,4,8,4,0,0,4,4,44,15,3,5,17,4,28,10,6,6,3,0,3,3,1,2,5,0.115942029,0.17391304300000002,0.0,0.117647059,0.14285714300000002,0.166666667,13,3,1,7,6,5,0.786141182,0.870150663,0.827729377,0.8293973659999999,0.83095183,0.8227014309999999,spam
13060,0,2,14,2.5,3,4.857143,2,22,12,0,0,0,0,0,0,0,0,0,0,95,6,82,82,2,2,2,0.86315787,0.021052632,0.33333334,0.06315789,13.666667000000002,0.024390243,0,-1,1,-1,0.6666667,-1,11,1,6,2,2,-1,66,4,0,0,58,-1,69,2,8,8,-1,0,0,5,0,9,-1,0.115789474,0.166666667,-1.0,-1.0,-1.0,-1.0,6,1,-1,-1,-1,-1,0.697986088,1.0,-1.0,-1.0,-1.0,-1.0,malware
13062,10,3,11,3.6666667,5,4.8333335,3,15,9,1,1,0,0,0,0,0,0,0,0,90,13,70,70,2,2,35,0.7777778000000001,0.3888889,2.6923077,0.14444445,5.3846154,0.5,0,-1,3,-1,0.53846157,5,3,3,0,0,0,0,69,8,20,6,31,10,39,3,11,11,5,0,4,5,0,1,7,0.033333333,0.230769231,0.0,0.0,0.0,0.0,16,2,3,9,8,7,0.726444228,0.859582436,0.761315182,0.7909374579999999,0.777450394,0.782651048,malware
13065,19,2,9,4.0,5,3.0,2,11,2,2,0,2,0,2,2,0,2,0,2,71,9,55,55,2,2,43,0.7746479000000001,0.6056338000000001,4.7777777000000015,0.12676056,6.111111,0.7818182,0,-1,2,-1,0.6666667,8,8,0,-1,0,8,8,47,8,-1,6,29,11,47,5,7,7,7,1,5,2,0,1,9,0.112676056,0.0,0.0,0.148148148,0.17021276600000002,0.186046512,14,1,-1,11,10,9,0.767634756,1.0,,0.7791597259999999,0.788867628,0.78414837,malware
13066,1381,3,6,4.3333335,9,2.5,3,174,135,176,0,176,0,176,15,0,15,0,15,1420,15,1398,1398,2,2,1384,0.984507,0.9746479,92.26667,0.01056338,93.2,0.9899857,0,-1,3,-1,0.6666667,1381,208,0,0,0,208,208,1202,13,3,3,1179,1173,1389,9,4,4,0,0,1,3,0,1,1,0.146478873,0.0,0.0,0.149318019,0.14974802,0.150289017,8,2,1,3,2,1,0.540073814,0.863489053,0.827729377,0.538716114,0.538186294,0.5375722070000001,spam
13067,35,3,11,4.3333335,9,3.6,3,21,18,7,0,7,0,7,3,0,3,0,3,108,15,86,86,2,2,63,0.7962963000000001,0.5833333,4.2,0.13888889999999998,5.733333,0.73255813,0,-1,3,-1,0.6666667,32,20,0,0,0,20,19,72,13,4,11,40,16,67,9,8,8,0,0,2,3,0,3,3,0.185185185,0.0,0.0,0.25,0.29850746300000003,0.345454545,12,2,1,7,6,3,0.72011075,0.89761679,0.871049064,0.743129388,0.75577867,0.7616967090000001,spam
13069,35,3,14,4.3333335,9,3.6,3,20,19,9,0,9,0,9,5,0,5,0,5,123,15,101,101,2,2,78,0.8211381999999999,0.63414633,5.2,0.12195122,6.733333,0.77227724,0,-1,3,-1,0.6666667,32,23,0,0,0,23,21,80,13,4,11,48,14,82,9,8,8,0,0,2,3,0,3,4,0.18699187,0.0,0.0,0.242105263,0.280487805,0.33870967700000004,15,2,1,10,9,4,0.703366919,0.89761679,0.871049064,0.7158341029999999,0.722032399,0.7602571990000001,spam
13070,0,3,7,8.0,11,4.428571,3,8,9,1,1,0,0,0,0,0,0,0,0,70,26,37,37,7,3,2,0.5285714,0.028571429,0.07692308,0.37142858,1.4230769,0.054054055,0,-1,3,-1,0.46153846,-1,1,1,0,0,0,-1,58,23,21,7,3,-1,9,10,9,9,-1,0,0,6,0,1,-1,0.014285714,0.038461538,0.0,0.0,0.0,-1.0,9,2,4,1,0,-1,0.700455512,0.785088335,0.778094284,0.8948855179999999,1.0,-1.0,malware
13073,0,3,4,5.0,11,3.75,3,2,1,1,0,1,1,0,0,0,0,0,0,42,17,18,18,7,3,2,0.42857143,0.04761905,0.11764706,0.4047619,1.0588236,0.11111111,0,-1,3,-1,0.7058824,-1,4,0,0,4,0,-1,30,15,5,3,3,-1,7,11,5,5,-1,0,0,3,0,1,-1,0.095238095,0.0,0.0,0.363636364,0.0,-1.0,6,2,1,1,0,-1,0.784725089,0.8560879159999999,0.898226518,1.0,1.0,-1.0,spam
13075,23,3,13,3.6666667,7,2.6666667,3,16,8,1,1,0,0,0,0,0,0,0,0,97,13,77,77,2,2,66,0.7938144,0.68041235,5.076923000000002,0.13402061,5.923076999999998,0.85714287,0,-1,3,-1,0.53846157,7,11,1,-1,0,10,10,64,10,-1,5,45,11,70,2,8,8,7,0,6,2,0,4,11,0.113402062,0.076923077,0.0,0.131578947,0.14285714300000002,0.151515152,17,2,-1,13,12,11,0.7228745679999999,0.8336995970000001,,0.74468892,0.743648793,0.746490159,spam
13078,35,3,11,4.3333335,9,3.6,3,18,15,9,0,9,0,9,5,0,5,0,5,108,15,86,86,2,2,63,0.7962963000000001,0.5833333,4.2,0.13888889999999998,5.733333,0.73255813,0,-1,3,-1,0.6666667,32,22,0,0,0,22,21,70,13,4,11,38,14,67,9,8,8,0,0,2,3,0,3,3,0.203703704,0.0,0.0,0.275,0.328358209,0.381818182,12,2,1,7,6,3,0.729732795,0.89761679,0.871049064,0.754744324,0.77143834,0.7802520629999999,spam
13079,0,3,7,7.666666499999999,17,4.285714,3,8,9,0,0,0,0,0,0,0,0,0,0,68,25,36,36,5,3,2,0.5294118,0.029411765,0.08,0.36764705,1.44,0.055555556,0,-1,3,-1,0.72,-1,0,0,0,0,0,-1,57,23,22,5,3,-1,10,17,7,7,-1,0,0,5,0,2,-1,0.0,0.0,0.0,0.0,0.0,-1.0,8,2,3,1,0,-1,0.64571083,0.773768511,0.723405264,0.833333333,0.579380164,-1.0,malware
13081,56,3,23,6.666666499999999,16,3.375,3,26,18,5,0,5,0,3,0,0,0,0,0,152,22,123,123,2,2,88,0.80921054,0.57894737,4.0,0.14473684,5.590909,0.7154471,0,-1,7,-1,0.77272725,56,8,0,7,0,1,2,115,20,68,3,20,45,26,16,10,8,0,0,1,12,0,7,1,0.052631579000000005,0.0,0.073170732,0.048780488,0.033333333,0.045454545,22,2,14,4,3,9,0.6325149489999999,0.801138793,0.6910020840000001,0.787720711,0.859008557,0.7067959709999999,spam
13082,15,5,11,3.4,8,3.0,5,22,10,0,0,0,0,0,0,0,0,0,0,114,21,86,86,2,2,73,0.75438595,0.6403509000000001,3.4761906,0.18421052,4.095238,0.8488372,0,-1,4,-1,0.42857143,5,11,0,0,0,11,11,81,17,3,6,51,4,74,8,11,9,4,0,6,4,0,0,11,0.096491228,0.0,0.0,0.148648649,,0.150684932,19,4,2,12,0,11,0.690555334,0.818352885,0.7964904909999999,0.7228327059999999,0.0,0.718144917,spam
13090,4,4,6,2.5,3,2.75,4,5,5,0,0,0,0,0,0,0,0,0,0,46,13,26,26,2,2,11,0.5652174,0.23913044,0.84615386,0.2826087,2.0,0.42307693,0,-1,4,-1,0.30769232,4,4,0,0,0,4,4,31,10,4,4,9,0,15,3,6,4,0,0,1,3,0,1,1,0.086956522,0.0,0.0,0.2,0.266666667,0.363636364,9,3,1,3,2,1,0.7923721340000001,0.818007335,0.871049064,0.884310893,0.89761679,0.947442759,spam
13093,41,3,15,4.3333335,9,3.6,3,23,22,7,0,7,0,7,3,0,3,0,3,129,15,107,107,2,2,84,0.82945734,0.6511628,5.6,0.11627907,7.133333,0.78504676,0,-1,3,-1,0.6666667,32,26,0,0,0,26,24,82,13,4,11,50,16,88,9,8,8,0,0,3,3,0,4,5,0.201550388,0.0,0.0,0.257425743,0.295454545,0.352941176,16,2,1,11,10,5,0.698611158,0.89761679,0.871049064,0.7093751840000001,0.7137270170000001,0.748728341,spam
13097,7,3,11,3.6666667,4,4.8,3,11,7,1,1,0,0,0,0,0,0,0,0,75,13,55,55,2,2,26,0.73333335,0.34666666,2.0,0.17333333,4.230769,0.47272727,0,-1,3,-1,0.61538464,7,12,5,0,0,7,0,48,6,15,7,16,7,29,3,9,9,7,0,1,4,0,1,5,0.16,0.384615385,0.0,0.189189189,0.24137931,0.269230769,13,2,2,7,6,5,0.76779404,0.875274698,0.83006772,0.790585862,0.841252854,0.839543322,malware
13105,8,3,14,4.3333335,7,2.4545455,3,8,4,1,0,1,1,1,0,0,0,0,0,70,15,48,48,38,2,10,0.6857143,0.14285715,0.6666667,0.21428572,3.2,0.20833333,0,-1,8,-1,0.73333335,8,15,7,4,2,2,4,37,6,21,6,0,3,11,3,6,6,0,0,1,4,0,8,1,0.214285714,0.466666667,-1.0,-1.0,-1.0,0.4,14,2,-1,-1,-1,2,0.770647544,0.769470978,-1.0,-1.0,-1.0,0.879588002,malware
13111,36,3,9,4.3333335,9,3.6,3,20,16,7,0,7,0,7,3,0,3,0,3,101,15,79,79,2,2,56,0.7821781999999999,0.55445546,3.7333333,0.14851485,5.266667,0.70886075,0,-1,3,-1,0.6666667,32,20,0,0,0,20,20,67,13,4,11,35,16,60,9,8,8,0,0,2,3,0,3,3,0.198019802,0.0,0.0,0.273972603,0.333333333,0.35714285700000004,10,2,1,5,4,3,0.729685933,0.89761679,0.871049064,0.757337623,0.7741646,0.768507185,spam
13112,41,3,13,4.3333335,9,3.6,3,19,17,9,0,9,0,9,5,0,5,0,5,121,15,99,99,2,2,76,0.8181818000000001,0.6280992,5.0666666,0.12396694,6.6,0.7676768,0,-1,3,-1,0.6666667,32,27,0,0,0,27,26,75,13,4,11,43,14,80,9,8,8,0,0,3,3,0,4,5,0.223140496,0.0,0.0,0.290322581,0.3375,0.382352941,14,2,1,9,8,5,0.7111279009999999,0.89761679,0.871049064,0.725143957,0.734021995,0.7494301059999999,spam
13121,4,3,8,2.6666667,4,5.3333335,3,12,6,0,0,0,0,0,0,0,0,0,0,62,10,45,45,2,2,7,0.7258064999999999,0.11290322,0.7,0.16129032,4.5,0.15555556,0,-1,3,-1,0.5,4,4,0,0,0,4,4,46,8,18,11,5,0,12,4,12,12,0,0,1,4,0,2,1,0.064516129,0.0,0.0,0.166666667,0.363636364,0.571428571,9,2,2,3,2,1,0.746765901,0.879588002,0.7721178009999999,0.902263036,0.947442759,1.0,spam
13123,0,2,10,6.5,10,5.1,2,18,9,1,0,1,0,0,0,0,0,0,0,81,14,60,60,2,2,2,0.7407406999999999,0.024691358,0.14285715,0.17283951,4.285714,0.033333335,0,-1,1,-1,0.78571427,-1,3,0,0,0,3,-1,65,13,8,15,25,-1,32,10,8,8,-1,0,0,4,0,6,-1,0.037037037,0.0,0.0,0.09375,,-1.0,5,1,2,0,0,-1,0.684365118,0.924957276,0.8253437,0.7358458590000001,0.0,-1.0,malware
13126,8,3,14,4.0,6,2.4545455,3,8,4,2,1,1,1,1,0,0,0,0,0,69,14,48,48,38,2,10,0.6956521999999999,0.14492753,0.71428573,0.20289855,3.4285714999999994,0.20833333,0,-1,8,-1,0.5714286,8,12,4,4,2,2,4,39,8,21,6,0,3,11,3,6,6,0,0,1,4,0,8,1,0.17391304300000002,0.28571428600000004,-1.0,-1.0,-1.0,0.4,14,2,-1,-1,-1,2,0.7499714559999999,0.7231882609999999,-1.0,-1.0,-1.0,0.939794001,malware
